student_id,quiz_score,accuracy,retry_count,avg_quiz_time,course_completion,chat_complexity,learning_speed,weak_topics_count,student_level
1162,53,56.83,5,342,51,3,2,2,Beginner
1163,98,88.43,0,106,95,10,3,1,Advanced
1164,17,13.26,8,567,24,2,1,9,School Student
1165,60,47.32,3,248,52,4,2,4,Beginner
1166,83,89.47,1,82,93,8,3,0,Advanced
1167,71,67.25,2,165,87,6,3,1,Intermediate
1168,50,44.19,3,251,43,3,2,4,Beginner
1169,36,35.24,4,857,13,2,1,4,School Student
1170,97,92.06,1,177,95,7,3,1,Advanced
1171,65,69.8,2,173,63,6,3,3,Intermediate
1172,67,79.12,3,230,50,7,3,1,Intermediate
1173,14,36.84,4,675,33,1,1,6,School Student
1174,76,78.52,1,250,58,6,3,1,Intermediate
1175,52,57.73,4,599,28,3,2,5,Beginner
1176,59,45.7,5,392,37,3,2,4,Beginner
1177,72,73.04,3,290,53,5,3,3,Intermediate
1178,74,70.19,2,228,60,6,3,2,Intermediate
1179,100,93.07,1,84,91,7,3,0,Advanced
1180,48,43.77,3,288,54,4,2,5,Beginner
1181,10,14.74,6,688,39,1,1,4,School Student
1182,57,62.2,3,213,20,4,2,3,Beginner
1183,61,53.01,5,469,48,4,2,4,Beginner
1184,47,52.44,4,273,54,3,2,2,Beginner
1185,47,31.81,8,661,33,1,1,7,School Student
1186,93,76.42,3,279,64,5,3,2,Intermediate
1187,33,28.35,9,314,14,1,1,6,School Student
1188,37,25.83,7,528,33,2,1,9,School Student
1189,45,40.23,2,574,29,4,2,5,Beginner
1190,46,40.7,3,209,58,4,2,3,Beginner
1191,12,24.28,8,400,16,2,1,4,School Student
1192,37,13.96,8,616,26,2,1,6,School Student
1193,69,59.14,3,256,37,3,2,3,Beginner
1194,54,53.18,4,487,41,4,2,4,Beginner
1195,40,33.42,8,430,39,1,1,8,School Student
1196,84,65.93,1,282,64,6,3,2,Intermediate
1197,40,47.65,4,424,47,3,2,2,Beginner
1198,100,93.76,0,166,94,8,3,1,Advanced
1199,59,58.25,3,409,47,3,2,4,Beginner
1200,74,55.6,4,397,33,4,2,3,Beginner
1201,95,98.3,0,80,98,10,3,1,Advanced
1202,98,96.56,1,159,89,7,3,0,Advanced
1203,97,96.7,0,127,89,7,3,0,Advanced
1204,41,49.5,2,397,45,4,2,4,Beginner
1205,27,27.67,8,539,7,1,1,7,School Student
1206,24,42.64,5,638,30,1,1,5,School Student
1207,28,16.43,6,586,28,2,1,4,School Student
1208,97,92.64,1,100,83,9,3,0,Advanced
1209,26,42.82,6,346,19,2,1,8,School Student
1210,35,41.33,8,372,8,1,1,9,School Student
1211,50,40.23,2,302,29,3,2,4,Beginner
1212,67,43.57,3,469,44,3,2,3,Beginner
1213,80,67.4,2,143,76,5,3,2,Intermediate
1214,48,40.2,5,364,8,1,1,4,School Student
1215,86,98.94,0,133,96,10,3,1,Advanced
1216,30,25.56,6,758,10,1,1,9,School Student
1217,61,60.15,3,492,46,4,2,5,Beginner
1218,54,62.39,3,491,51,4,2,5,Beginner
1219,19,40.63,9,359,17,1,1,4,School Student
1220,70,66.01,1,178,77,5,3,1,Intermediate
1221,39,39.98,4,730,5,2,1,8,School Student
1222,90,86.59,0,60,89,8,3,0,Advanced
1223,38,43.82,4,444,21,1,1,7,School Student
1224,12,34.99,5,477,19,1,1,6,School Student
1225,45,56.71,5,573,35,4,2,3,Beginner
1226,63,61.69,5,581,44,4,2,2,Beginner
1227,36,36.0,8,842,31,2,1,9,School Student
1228,48,44.71,4,380,40,4,2,5,Beginner
1229,36,16.83,4,411,24,2,1,9,School Student
1230,81,75.25,2,224,87,6,3,1,Intermediate
1231,83,76.13,2,232,84,5,3,2,Intermediate
1232,28,44.47,8,674,32,1,1,7,School Student
1233,44,44.86,5,365,40,3,2,2,Beginner
1234,68,42.64,4,201,27,3,2,3,Beginner
1235,81,66.57,3,277,62,7,3,3,Intermediate
1236,49,37.23,8,898,6,2,1,5,School Student
1237,53,62.37,4,453,26,4,2,4,Beginner
1238,23,19.74,6,763,23,1,1,6,School Student
1239,18,12.3,7,322,9,1,1,7,School Student
1240,42,64.27,4,256,36,3,2,3,Beginner
1241,39,46.35,2,220,37,3,2,5,Beginner
1242,41,34.99,8,367,32,1,1,7,School Student
1243,43,53.18,5,273,42,4,2,2,Beginner
1244,60,50.79,4,200,22,3,2,2,Beginner
1245,95,89.19,0,152,83,7,3,1,Advanced
1246,80,79.16,1,270,53,5,3,1,Intermediate
1247,43,41.24,5,526,28,1,1,4,School Student
1248,96,99.76,1,120,98,8,3,0,Advanced
1249,81,83.28,2,163,65,5,3,1,Intermediate
1250,96,94.76,1,98,80,7,3,0,Advanced
1251,55,40.5,5,245,52,3,2,5,Beginner
1252,74,75.88,1,250,83,5,3,3,Intermediate
1253,52,56.97,2,447,24,4,2,4,Beginner
1254,91,86.64,1,168,97,10,3,1,Advanced
1255,65,82.01,1,299,53,6,3,1,Intermediate
1256,14,37.73,5,338,30,1,1,4,School Student
1257,25,44.84,5,386,22,2,1,7,School Student
1258,40,59.67,4,314,45,3,2,3,Beginner
1259,63,63.28,2,586,53,3,2,3,Beginner
1260,52,50.69,5,326,40,3,2,2,Beginner
1261,20,25.97,8,466,24,2,1,5,School Student
1262,77,66.22,2,139,78,6,3,1,Intermediate
1263,13,39.04,6,386,22,2,1,7,School Student
1264,85,94.46,0,156,92,10,3,1,Advanced
1265,63,40.71,2,270,52,3,2,4,Beginner
1266,50,63.0,5,256,57,4,2,3,Beginner
1267,29,31.78,4,309,20,2,1,9,School Student
1268,37,35.0,6,735,37,2,1,6,School Student
1269,48,56.9,4,472,27,4,2,3,Beginner
1270,65,66.48,2,160,54,7,3,2,Intermediate
1271,85,99.85,0,67,82,8,3,0,Advanced
1272,72,68.52,2,236,80,5,3,3,Intermediate
1273,64,61.19,4,535,57,3,2,4,Beginner
1274,80,83.04,2,269,65,5,3,1,Intermediate
1275,95,91.57,1,115,84,10,3,0,Advanced
1276,65,75.27,2,256,67,6,3,1,Intermediate
1277,68,65.82,2,165,52,5,3,2,Intermediate
1278,91,89.9,0,120,89,7,3,0,Advanced
1279,41,48.89,2,516,41,4,2,2,Beginner
1280,43,52.09,5,457,51,4,2,3,Beginner
1281,28,29.92,6,764,16,2,1,8,School Student
1282,66,77.85,3,188,54,5,3,2,Intermediate
1283,83,77.86,2,129,65,5,3,3,Intermediate
1284,77,71.45,3,239,85,6,3,2,Intermediate
1285,69,66.47,3,250,52,7,3,3,Intermediate
1286,42,42.34,4,537,30,3,2,2,Beginner
1287,72,81.76,2,240,80,7,3,3,Intermediate
1288,54,43.17,4,314,45,4,2,5,Beginner
1289,52,64.92,2,277,46,3,2,3,Beginner
1290,71,65.62,3,173,53,6,3,3,Intermediate
1291,18,11.17,9,802,14,2,1,8,School Student
1292,15,42.28,8,605,23,1,1,9,School Student
1293,41,43.49,5,382,30,3,2,4,Beginner
1294,67,53.19,5,530,27,3,2,3,Beginner
1295,45,54.1,3,258,38,4,2,5,Beginner
1296,46,14.67,6,733,6,1,1,7,School Student
1297,66,83.43,1,195,58,5,3,3,Intermediate
1298,40,54.13,3,544,37,4,2,3,Beginner
1299,24,12.83,8,487,11,1,1,5,School Student
1300,62,61.01,2,502,42,4,2,3,Beginner
1301,65,70.97,1,282,59,7,3,1,Intermediate
1302,67,73.75,2,185,55,5,3,3,Intermediate
1303,98,90.99,1,145,92,7,3,0,Advanced
1304,58,46.59,2,459,22,3,2,5,Beginner
1305,37,42.79,4,663,27,2,1,4,School Student
1306,33,25.89,5,474,16,1,1,8,School Student
1307,96,97.82,1,86,82,8,3,0,Advanced
1308,58,42.58,2,416,50,3,2,4,Beginner
1309,40,56.33,4,306,51,4,2,2,Beginner
1310,46,58.19,2,549,31,3,2,4,Beginner
1311,64,49.81,5,359,39,4,2,4,Beginner
1312,47,28.49,4,385,21,2,1,9,School Student
1313,42,50.99,4,242,21,4,2,4,Beginner
1314,83,82.33,2,254,85,5,3,2,Intermediate
1315,71,80.81,3,284,51,6,3,3,Intermediate
1316,40,16.93,8,727,10,2,1,7,School Student
1317,18,44.46,4,434,12,2,1,6,School Student
1318,87,94.16,0,169,97,10,3,1,Advanced
1319,15,11.89,6,773,21,2,1,7,School Student
1320,52,60.57,5,406,37,3,2,2,Beginner
1321,55,60.64,4,446,54,4,2,2,Beginner
1322,67,62.41,3,592,31,3,2,2,Beginner
1323,79,89.87,0,114,92,9,3,1,Advanced
1324,92,89.38,0,146,94,10,3,0,Advanced
1325,75,75.75,1,254,50,5,3,1,Intermediate
1326,77,67.28,2,190,61,7,3,2,Intermediate
1327,26,19.12,4,780,24,2,1,7,School Student
1328,77,84.55,3,253,82,7,3,3,Intermediate
1329,68,64.96,4,479,42,4,2,3,Beginner
1330,73,68.28,1,292,79,6,3,2,Intermediate
1331,97,90.19,0,66,94,9,3,1,Advanced
1332,70,75.6,2,214,77,7,3,2,Intermediate
1333,16,30.53,7,722,8,2,1,8,School Student
1334,38,34.09,8,709,23,2,1,8,School Student
1335,87,88.89,0,102,86,7,3,0,Advanced
1336,89,85.28,0,138,84,7,3,0,Advanced
1337,72,71.19,2,132,78,7,3,1,Intermediate
1338,73,78.74,1,130,51,6,3,1,Intermediate
1339,87,88.14,1,146,97,10,3,0,Advanced
1340,74,71.91,1,273,72,5,3,2,Intermediate
1341,66,81.79,1,260,85,7,3,2,Intermediate
1342,47,51.83,4,337,40,4,2,3,Beginner
1343,41,38.05,8,660,38,1,1,7,School Student
1344,17,38.76,6,765,33,1,1,8,School Student
1345,27,19.42,9,821,31,2,1,4,School Student
1346,65,41.02,4,232,56,3,2,4,Beginner
1347,17,34.88,9,894,29,1,1,7,School Student
1348,65,72.17,1,205,77,7,3,3,Intermediate
1349,13,43.2,6,320,6,1,1,4,School Student
1350,84,76.41,2,194,83,5,3,2,Intermediate
1351,32,19.89,5,341,33,1,1,6,School Student
1352,18,35.86,4,763,37,1,1,9,School Student
1353,13,18.39,8,507,33,2,1,5,School Student
1354,68,62.84,3,324,20,4,2,4,Beginner
1355,76,72.78,3,187,77,7,3,2,Intermediate
1356,45,35.98,8,825,20,2,1,6,School Student
1357,31,21.59,5,466,13,2,1,6,School Student
1358,34,37.79,8,896,15,1,1,4,School Student
1359,41,13.77,6,360,38,1,1,7,School Student
1360,69,74.51,2,252,53,5,3,1,Intermediate
1361,74,82.51,1,180,59,6,3,2,Intermediate
1362,94,86.72,0,115,94,7,3,0,Advanced
1363,68,44.92,4,247,51,4,2,4,Beginner
1364,19,40.45,9,470,20,1,1,8,School Student
1365,64,50.52,2,280,49,3,2,3,Beginner
1366,28,13.79,8,742,5,2,1,7,School Student
1367,72,69.81,3,243,55,5,3,1,Intermediate
1368,79,65.14,1,202,78,5,3,2,Intermediate
1369,40,53.09,2,452,29,3,2,5,Beginner
1370,46,14.21,5,763,12,2,1,8,School Student
1371,63,54.18,5,589,54,3,2,3,Beginner
1372,19,33.24,9,747,5,1,1,4,School Student
1373,49,60.27,4,511,35,3,2,2,Beginner
1374,52,49.17,3,311,38,4,2,4,Beginner
1375,75,66.95,3,134,50,6,3,3,Intermediate
1376,66,59.04,4,589,34,4,2,2,Beginner
1377,68,54.76,3,551,51,3,2,4,Beginner
1378,98,94.44,1,158,96,8,3,1,Advanced
1379,66,73.23,2,262,54,7,3,1,Intermediate
1380,77,83.26,3,243,77,6,3,2,Intermediate
1381,65,84.92,1,287,56,5,3,1,Intermediate
1382,40,26.66,7,475,35,2,1,6,School Student
1383,48,31.17,8,603,11,2,1,9,School Student
1384,75,66.39,2,212,58,6,3,3,Intermediate
1385,26,23.93,4,564,11,2,1,6,School Student
1386,57,59.92,2,403,32,4,2,4,Beginner
1387,59,57.33,5,287,24,3,2,2,Beginner
1388,67,84.12,2,249,88,6,3,1,Intermediate
1389,61,45.37,5,456,41,4,2,4,Beginner
1390,58,52.71,3,578,37,4,2,2,Beginner
1391,87,90.94,0,62,91,9,3,0,Advanced
1392,39,34.37,4,665,34,1,1,6,School Student
1393,35,40.25,9,553,10,1,1,9,School Student
1394,57,49.96,5,271,43,3,2,2,Beginner
1395,64,54.39,5,372,46,4,2,4,Beginner
1396,42,36.35,9,407,12,1,1,5,School Student
1397,78,84.25,1,193,66,6,3,3,Intermediate
1398,60,51.76,4,544,43,3,2,5,Beginner
1399,15,31.92,7,781,32,2,1,4,School Student
1400,78,73.98,3,184,78,7,3,2,Intermediate
1401,82,76.61,2,217,60,7,3,3,Intermediate
1402,24,21.34,6,391,26,2,1,7,School Student
1403,58,63.91,2,589,43,3,2,4,Beginner
1404,73,66.29,2,287,78,7,3,1,Intermediate
1405,49,61.25,2,213,58,3,2,5,Beginner
1406,89,88.62,0,167,85,9,3,0,Advanced
1407,51,48.76,4,418,45,4,2,4,Beginner
1408,75,80.21,3,261,81,6,3,3,Intermediate
1409,65,47.73,4,578,24,3,2,5,Beginner
1410,20,11.62,4,331,28,2,1,9,School Student
1411,45,10.77,6,506,31,1,1,8,School Student
1412,74,68.59,2,293,63,6,3,1,Intermediate
1413,71,82.93,1,246,62,5,3,3,Intermediate
1414,67,81.87,1,292,80,5,3,2,Intermediate
1415,71,71.18,3,199,55,7,3,1,Intermediate
1416,25,25.53,8,531,33,2,1,5,School Student
1417,65,56.34,4,228,41,3,2,2,Beginner
1418,26,42.62,8,646,11,2,1,8,School Student
1419,21,13.02,8,723,33,2,1,6,School Student
1420,28,64.86,2,360,26,3,2,2,Beginner
1421,54,55.22,5,445,48,3,2,4,Beginner
1422,81,76.92,2,271,66,5,3,3,Intermediate
1423,71,78.76,1,167,70,6,3,3,Intermediate
1424,44,44.07,5,261,40,3,2,3,Beginner
1425,17,25.54,7,832,35,1,1,4,School Student
1426,89,90.85,0,100,84,7,3,1,Advanced
1427,68,47.13,2,283,53,4,2,2,Beginner
1428,44,43.19,5,434,59,3,2,5,Beginner
1429,59,60.06,4,595,48,4,2,5,Beginner
1430,93,90.36,0,80,94,8,3,1,Advanced
1431,49,54.84,4,292,28,3,2,2,Beginner
1432,95,89.39,0,101,83,7,3,0,Advanced
1433,48,63.82,2,587,21,4,2,4,Beginner
1434,90,95.16,1,167,84,7,3,1,Advanced
1435,27,36.89,4,555,35,1,1,4,School Student
1436,62,59.4,2,524,34,3,2,4,Beginner
1437,67,79.74,3,164,60,5,3,1,Intermediate
1438,75,50.07,4,481,50,4,2,4,Beginner
1439,34,24.28,6,404,14,2,1,4,School Student
1440,60,50.59,3,513,38,4,2,3,Beginner
1441,96,96.39,0,74,93,7,3,0,Advanced
1442,95,93.74,0,174,97,10,3,1,Advanced
1443,71,73.61,2,230,71,5,3,1,Intermediate
1444,52,47.23,4,327,22,3,2,3,Beginner
1445,50,55.11,4,479,32,4,2,2,Beginner
1446,48,53.4,3,319,56,4,2,4,Beginner
1447,74,45.34,4,243,33,4,2,3,Beginner
1448,59,45.09,5,465,21,3,2,4,Beginner
1449,66,62.47,4,463,33,4,2,4,Beginner
1450,79,78.08,2,165,68,6,3,2,Intermediate
1451,65,45.35,4,254,35,3,2,3,Beginner
1452,83,67.88,1,196,60,7,3,1,Intermediate
1453,52,50.41,3,574,56,3,2,3,Beginner
1454,47,59.77,3,355,29,4,2,2,Beginner
1455,46,54.74,5,531,54,3,2,5,Beginner
1456,61,48.07,2,413,56,3,2,4,Beginner
1457,90,86.02,1,160,81,10,3,1,Advanced
1458,80,73.53,2,266,57,7,3,1,Intermediate
1459,37,40.92,4,591,21,2,1,8,School Student
1460,76,72.77,3,240,73,6,3,3,Intermediate
1461,17,38.22,7,370,18,2,1,5,School Student
1462,17,24.91,7,834,19,2,1,8,School Student
1463,64,43.74,4,524,22,3,2,4,Beginner
1464,76,68.93,2,197,77,7,3,2,Intermediate
1465,88,90.78,0,84,95,9,3,0,Advanced
1466,39,28.31,4,534,26,1,1,4,School Student
1467,30,23.95,4,346,25,1,1,6,School Student
1468,51,53.38,3,508,35,4,2,2,Beginner
1469,49,37.01,5,521,30,1,1,8,School Student
1470,54,51.79,2,305,54,3,2,2,Beginner
1471,14,43.76,9,523,24,2,1,5,School Student
1472,57,43.16,2,420,38,4,2,5,Beginner
1473,46,64.8,3,287,39,4,2,3,Beginner
1474,72,68.11,1,199,56,7,3,2,Intermediate
1475,40,47.36,5,566,55,3,2,5,Beginner
1476,46,42.1,3,269,43,4,2,4,Beginner
1477,94,91.25,1,104,85,10,3,0,Advanced
1478,49,50.27,4,365,37,3,2,2,Beginner
1479,52,54.61,3,444,32,4,2,5,Beginner
1480,34,12.89,7,701,9,1,1,5,School Student
1481,74,83.4,2,132,66,5,3,2,Intermediate
1482,46,12.26,7,345,15,2,1,8,School Student
1483,39,51.3,2,542,37,3,2,4,Beginner
1484,14,42.09,5,870,15,1,1,5,School Student
1485,99,88.21,0,168,89,7,3,0,Advanced
1486,99,97.16,1,179,85,8,3,1,Advanced
1487,43,42.49,5,294,51,4,2,4,Beginner
1488,48,41.3,2,286,40,3,2,5,Beginner
1489,52,48.46,5,283,33,4,2,2,Beginner
1490,67,67.95,2,121,89,6,3,2,Intermediate
1491,40,15.04,8,779,16,1,1,8,School Student
1492,55,61.55,4,492,44,4,2,2,Beginner
1493,32,30.74,4,790,16,1,1,7,School Student
1494,70,78.35,2,299,89,5,3,1,Intermediate
1495,54,64.11,2,221,42,4,2,2,Beginner
1496,90,97.38,0,87,99,7,3,1,Advanced
1497,48,40.13,4,365,56,3,2,5,Beginner
1498,69,69.29,2,206,64,7,3,3,Intermediate
1499,65,63.85,2,324,40,3,2,4,Beginner
1500,31,12.34,4,879,33,1,1,4,School Student
1501,68,50.74,2,299,41,3,2,4,Beginner
1502,52,58.87,2,575,35,4,2,4,Beginner
1503,76,78.93,2,298,81,6,3,1,Intermediate
1504,40,56.06,5,331,42,4,2,5,Beginner
1505,30,37.68,8,479,36,1,1,5,School Student
1506,69,57.24,4,233,25,3,2,5,Beginner
1507,49,52.45,4,360,57,4,2,3,Beginner
1508,42,42.01,9,753,10,1,1,9,School Student
1509,32,33.94,6,862,32,1,1,7,School Student
1510,49,61.81,3,395,57,4,2,4,Beginner
1511,16,22.19,5,709,23,1,1,8,School Student
1512,52,49.79,3,280,41,3,2,5,Beginner
1513,41,14.84,8,573,6,2,1,7,School Student
1514,68,84.83,2,167,63,7,3,3,Intermediate
1515,86,99.12,0,121,93,9,3,0,Advanced
1516,89,97.18,0,151,95,10,3,1,Advanced
1517,41,46.9,5,502,28,3,2,3,Beginner
1518,68,50.57,3,570,43,3,2,3,Beginner
1519,79,79.45,1,260,72,6,3,1,Intermediate
1520,40,51.03,2,588,32,4,2,2,Beginner
1521,83,77.24,2,140,59,7,3,1,Intermediate
1522,96,98.66,1,82,83,8,3,1,Advanced
1523,42,43.12,4,525,35,4,2,5,Beginner
1524,10,25.15,4,546,33,2,1,6,School Student
1525,36,26.65,9,599,23,1,1,7,School Student
1526,68,51.7,2,366,51,3,2,3,Beginner
1527,94,93.77,1,179,99,7,3,0,Advanced
1528,67,53.02,5,337,47,3,2,4,Beginner
1529,82,80.87,3,265,89,6,3,2,Intermediate
1530,49,52.79,5,301,22,4,2,4,Beginner
1531,44,50.23,3,568,53,4,2,5,Beginner
1532,52,47.76,2,369,24,3,2,2,Beginner
1533,43,41.81,5,761,23,2,1,4,School Student
1534,97,89.15,0,166,87,7,3,0,Advanced
1535,46,50.96,5,227,36,3,2,5,Beginner
1536,35,30.66,8,814,5,1,1,4,School Student
1537,26,33.52,4,617,17,1,1,4,School Student
1538,93,97.48,1,159,99,8,3,1,Advanced
1539,39,42.33,5,517,22,4,2,2,Beginner
1540,91,86.89,1,171,93,9,3,0,Advanced
1541,12,34.04,6,759,9,2,1,4,School Student
1542,67,77.63,3,231,87,7,3,3,Intermediate
1543,44,23.74,8,310,10,2,1,7,School Student
1544,51,51.9,4,283,47,3,2,5,Beginner
1545,75,68.08,3,215,76,5,3,2,Intermediate
1546,67,75.27,1,265,80,5,3,2,Intermediate
1547,53,47.69,5,515,42,3,2,4,Beginner
1548,54,60.18,3,411,57,3,2,4,Beginner
1549,70,70.1,1,134,52,6,3,3,Intermediate
1550,26,11.57,6,624,18,2,1,5,School Student
1551,71,78.27,3,197,86,5,3,1,Intermediate
1552,15,41.26,7,849,14,1,1,7,School Student
1553,68,81.41,2,233,62,6,3,3,Intermediate
1554,60,51.12,3,268,25,4,2,4,Beginner
1555,88,85.4,0,90,100,9,3,0,Advanced
1556,44,44.49,5,481,21,4,2,3,Beginner
1557,17,19.27,9,694,5,1,1,5,School Student
1558,75,81.1,1,127,76,6,3,3,Intermediate
1559,86,99.84,0,150,96,10,3,1,Advanced
1560,82,71.75,3,230,82,7,3,3,Intermediate
1561,69,69.23,1,189,51,6,3,2,Intermediate
1562,63,53.54,2,336,22,4,2,5,Beginner
1563,83,98.2,0,112,95,9,3,1,Advanced
1564,62,45.04,5,252,28,4,2,4,Beginner
1565,17,35.73,5,324,25,2,1,7,School Student
1566,11,38.2,5,395,32,2,1,5,School Student
1567,22,37.23,5,342,31,2,1,8,School Student
1568,56,44.46,2,366,20,3,2,3,Beginner
1569,16,41.94,6,792,14,2,1,8,School Student
1570,100,95.8,0,150,86,7,3,1,Advanced
1571,43,52.21,5,410,22,3,2,4,Beginner
1572,56,47.8,2,549,40,4,2,2,Beginner
1573,51,43.93,2,219,26,3,2,5,Beginner
1574,12,36.95,9,657,10,1,1,8,School Student
1575,43,30.4,4,568,34,1,1,8,School Student
1576,89,97.66,1,79,81,7,3,1,Advanced
1577,95,95.52,0,113,96,10,3,0,Advanced
1578,59,45.75,3,503,25,4,2,4,Beginner
1579,32,44.03,8,602,36,2,1,5,School Student
1580,59,59.82,5,367,41,4,2,5,Beginner
1581,19,23.31,8,892,37,1,1,5,School Student
1582,68,79.71,2,251,58,6,3,3,Intermediate
1583,54,75.24,3,135,71,5,3,2,Intermediate
1584,47,30.79,8,562,5,1,1,5,School Student
1585,12,20.19,5,628,17,2,1,6,School Student
1586,26,10.09,7,315,24,2,1,8,School Student
1587,37,32.65,8,732,6,1,1,9,School Student
1588,46,13.33,9,311,21,1,1,9,School Student
1589,46,40.64,2,301,22,3,2,5,Beginner
1590,52,43.55,3,582,36,3,2,2,Beginner
1591,19,32.48,5,764,17,2,1,6,School Student
1592,65,51.52,5,243,47,4,2,2,Beginner
1593,41,41.96,3,379,48,3,2,4,Beginner
1594,58,55.1,3,454,28,3,2,5,Beginner
1595,58,45.26,4,574,47,4,2,3,Beginner
1596,44,43.64,3,305,31,4,2,4,Beginner
1597,12,21.83,5,681,6,1,1,8,School Student
1598,84,75.1,1,297,70,6,3,3,Intermediate
1599,81,78.81,1,213,76,6,3,1,Intermediate
1600,43,52.4,4,470,20,3,2,4,Beginner
1601,40,34.06,9,661,22,1,1,4,School Student
1602,42,45.53,2,333,22,3,2,4,Beginner
1603,27,24.74,7,899,31,2,1,7,School Student
1604,47,56.5,3,367,25,4,2,3,Beginner
1605,52,43.83,3,577,40,4,2,3,Beginner
1606,22,41.83,7,589,9,1,1,5,School Student
1607,48,35.8,4,344,28,1,1,7,School Student
1608,66,64.57,2,556,57,4,2,2,Beginner
1609,85,91.63,0,174,95,7,3,0,Advanced
1610,45,60.07,5,536,23,3,2,5,Beginner
1611,66,67.11,3,164,72,6,3,3,Intermediate
1612,70,65.37,3,287,84,5,3,2,Intermediate
1613,32,23.17,8,674,39,1,1,8,School Student
1614,60,53.3,2,591,31,4,2,5,Beginner
1615,33,29.69,5,594,7,2,1,9,School Student
1616,49,61.76,4,432,43,4,2,2,Beginner
1617,77,73.24,1,179,71,5,3,3,Intermediate
1618,52,57.14,4,481,41,3,2,5,Beginner
1619,54,52.83,4,270,39,4,2,4,Beginner
1620,56,41.87,3,475,32,3,2,3,Beginner
1621,53,46.41,2,289,43,3,2,4,Beginner
1622,52,47.98,3,412,45,3,2,4,Beginner
1623,45,14.01,4,794,37,1,1,8,School Student
1624,63,60.0,2,341,41,4,2,3,Beginner
1625,99,90.29,0,169,97,8,3,0,Advanced
1626,35,43.67,3,556,25,3,2,4,Beginner
1627,34,35.15,9,584,14,2,1,8,School Student
1628,44,64.15,5,512,45,4,2,5,Beginner
1629,21,19.39,7,747,10,1,1,5,School Student
1630,75,65.37,3,250,57,6,3,3,Intermediate
1631,80,78.19,2,197,62,5,3,3,Intermediate
1632,82,67.13,3,241,52,6,3,3,Intermediate
1633,10,12.45,4,500,13,2,1,4,School Student
1634,75,69.29,3,253,69,7,3,3,Intermediate
1635,56,48.47,2,316,38,3,2,4,Beginner
1636,53,64.88,2,578,55,3,2,2,Beginner
1637,65,50.79,2,547,39,3,2,5,Beginner
1638,72,75.04,1,256,69,5,3,2,Intermediate
1639,18,27.99,9,615,5,2,1,4,School Student
1640,42,63.26,3,400,49,4,2,5,Beginner
1641,64,54.0,3,334,32,4,2,3,Beginner
1642,43,56.53,3,271,51,3,2,5,Beginner
1643,90,96.47,0,126,83,8,3,1,Advanced
1644,74,82.26,2,135,68,5,3,3,Intermediate
1645,51,49.95,2,439,21,4,2,4,Beginner
1646,85,94.05,1,176,83,8,3,0,Advanced
1647,91,90.38,1,91,95,9,3,0,Advanced
1648,88,97.35,0,135,80,7,3,0,Advanced
1649,37,32.61,9,370,19,2,1,8,School Student
1650,17,21.76,9,804,37,2,1,4,School Student
1651,71,65.1,2,156,57,7,3,1,Intermediate
1652,50,47.15,3,512,38,4,2,5,Beginner
1653,22,27.37,7,758,37,2,1,5,School Student
1654,47,54.14,4,413,24,4,2,5,Beginner
1655,77,82.83,3,182,72,5,3,2,Intermediate
1656,95,95.78,1,111,95,7,3,1,Advanced
1657,65,60.77,2,363,28,3,2,3,Beginner
1658,49,23.7,5,868,20,2,1,7,School Student
1659,25,13.39,6,548,38,2,1,9,School Student
1660,96,85.44,1,107,92,7,3,0,Advanced
1661,67,76.58,2,230,50,5,3,3,Intermediate
1662,40,42.58,5,409,42,4,2,4,Beginner
1663,65,51.82,2,279,58,4,2,2,Beginner
1664,62,66.08,1,267,64,5,3,2,Intermediate
1665,41,54.23,3,378,45,4,2,3,Beginner
1666,29,21.15,5,744,27,1,1,4,School Student
1667,27,29.97,9,365,28,2,1,7,School Student
1668,52,54.99,3,516,24,4,2,4,Beginner
1669,66,63.92,4,304,56,3,2,5,Beginner
1670,41,60.75,4,582,42,3,2,5,Beginner
1671,46,47.8,4,346,54,4,2,4,Beginner
1672,53,41.99,4,549,36,4,2,4,Beginner
1673,81,82.15,1,169,86,5,3,3,Intermediate
1674,43,44.5,5,213,46,3,2,4,Beginner
1675,93,99.09,0,103,83,10,3,0,Advanced
1676,88,93.97,1,118,81,9,3,0,Advanced
1677,47,25.03,9,693,30,1,1,7,School Student
1678,43,11.2,4,898,16,1,1,9,School Student
1679,68,64.62,5,457,52,4,2,5,Beginner
1680,1,20.2,9,307,21,2,1,4,School Student
1681,47,51.73,3,399,54,3,2,5,Beginner
1682,80,82.7,3,252,86,6,3,2,Intermediate
1683,55,60.53,4,588,44,4,2,5,Beginner
1684,17,34.6,8,571,26,2,1,8,School Student
1685,67,82.88,3,292,86,6,3,2,Intermediate
1686,13,44.4,7,562,7,1,1,4,School Student
1687,100,93.35,0,83,94,9,3,1,Advanced
1688,45,57.9,3,475,36,4,2,5,Beginner
1689,67,52.17,4,565,52,3,2,3,Beginner
1690,56,46.03,2,409,42,4,2,5,Beginner
1691,93,88.17,1,145,94,10,3,0,Advanced
1692,42,55.83,3,280,38,4,2,4,Beginner
1693,23,18.84,4,317,10,1,1,8,School Student
1694,66,69.99,3,175,62,6,3,2,Intermediate
1695,70,77.92,3,288,85,5,3,1,Intermediate
1696,25,33.75,5,737,12,1,1,8,School Student
1697,59,59.5,5,377,46,4,2,2,Beginner
1698,82,68.55,1,157,73,5,3,2,Intermediate
